NICsChecksID,Month,State,Permit,Permit_Recheck,Handgun,Long_Gun,Other,Multiple,Admin,PrePawn_Handgun,Pre_Pawn_Long_Gun,Prepawn_Other,Redemption_Handgun,Redemption_Long_Gun,Redemption_Other,Returned_Handgun,Returned_Long_Gun,Returned_Other,Rentals_Handgun,Rentals_Long_Gun,Private_Sale_Handgun,private_sale_long_gun,Private_Sale_Other,Return_To_Seller_Handgun,Return_To_Seller_Long_Gun,Return_To_Seller_Other,Totals,Latitude,longitude
185,2022-02,Maine,526,8,3873,3286,357,205,3,0,1,0,76,47,0,20,18,0,0,0,2,6,1,0,0,0,8429,43.4564,-70.5447
4895,2014-12,Alabama,16469,,23630,29449,773,1130,0,8,21,0,2260,2126,8,,,,,,0,0,0,0,0,0,75874,32.4184,-86.2826
187,2022-02,Maryland,4287,18,7838,6251,142,9,0,0,1,0,99,111,4,69,17,2,0,0,0,22,1,0,0,0,18871,39.3342,-76.6844
188,2022-02,Massachusetts,7868,0,5625,3092,1188,268,5,0,1,1,14,12,1,0,0,0,0,0,18,30,12,0,1,0,18136,41.6942,-71.1366
189,2022-02,Michigan,15690,5203,23315,14903,2006,936,0,1,0,0,24,223,3,100,12,1,0,0,25,10,1,3,0,0,62456,42.3819,-83.2819
190,2022-02,Minnesota,13484,32217,12015,9786,1065,578,0,0,1,0,207,185,0,74,20,1,0,0,18,21,2,0,0,0,69674,44.9918,-93.1702
191,2022-02,Mississippi,2543,0,12172,7674,551,592,0,8,6,3,2069,935,6,18,0,0,0,0,13,6,4,0,3,0,26603,33.6071,-88.659
192,2022-02,Missouri,906,0,21511,15343,2145,1496,0,7,2,0,1581,774,6,227,27,1,0,0,70,66,8,3,1,0,44174,38.6167,-90.1936
193,2022-02,Montana,989,0,4348,3898,332,299,18,2,6,0,455,514,4,40,9,1,0,0,3,6,0,0,0,0,10924,45.776,-108.498
194,2022-02,Nebraska,4477,59,177,1880,30,9,0,0,0,0,3,40,0,16,5,0,0,0,0,1,0,0,0,0,6697,42.268,-96.8673
195,2022-02,Nevada,2523,0,5216,2200,334,326,0,1,2,0,204,56,1,2,0,0,0,0,341,134,13,0,0,0,11353,36.1782,-115.064
196,2022-02,New Hampshire,577,3,6067,3139,281,0,2,0,12,0,0,6,0,104,9,1,0,0,0,0,0,0,0,0,10201,43.2465,-70.8627
197,2022-02,New Jersey,0,0,7111,4675,729,0,0,0,0,0,0,0,0,1,0,0,0,0,87,90,1,1,0,0,12695,40.7047,-74.0794
198,2022-02,New Mexico,701,0,7176,4392,552,364,0,11,5,0,499,505,0,42,0,0,0,0,112,62,4,2,1,0,14428,32.7116,-104.396
199,2022-02,New York,3515,2054,10153,13758,2056,318,0,2,0,0,40,30,3,50,54,0,0,2,276,277,28,5,5,0,32626,40.6403,-74.166
200,2022-02,North Carolina,34544,90,1881,14517,1146,303,0,6,9,1,2260,1331,10,671,108,6,3,1,5,19,2,0,1,0,56914,35.1002,-78.9817
201,2022-02,North Dakota,718,34,1987,2353,169,125,0,1,0,0,63,78,3,14,3,4,0,0,3,0,2,0,0,1,5558,47.8889,-97.0635
202,2022-02,Ohio,10572,188,24245,14659,1633,1416,0,10,3,1,1502,528,6,117,43,1,0,0,21,13,1,0,1,0,54960,39.1016,-84.5097
203,2022-02,Oklahoma,1664,1,13521,8883,1430,1033,0,24,14,3,1928,1056,7,25,1,0,0,0,28,31,6,0,0,0,29655,35.7479,-95.3697
204,2022-02,Oregon,5445,388,16029,9998,0,23,7,0,0,0,0,0,0,179,45,1,0,0,0,0,0,0,0,0,32115,45.5867,-122.587
205,2022-02,Pennsylvania,32399,0,50228,21323,50,0,286,0,0,0,0,0,0,661,108,2,0,0,0,0,0,0,0,0,105057,39.9325,-75.1745
207,2022-02,Rhode Island,0,0,1314,770,101,198,0,0,0,0,1,3,0,6,3,4,0,0,20,12,0,1,0,0,2433,41.8201,-71.4281
208,2022-02,South Carolina,14217,266,14151,6676,812,539,1,5,3,2,1191,404,10,174,13,48,0,0,10,10,1,1,0,0,38534,32.7792,-80.2227
209,2022-02,South Dakota,1003,21,2598,2936,242,174,0,1,2,0,148,165,0,3,3,0,0,0,7,11,7,1,0,0,7322,43.3067,-100.581
210,2022-02,Tennessee,23674,177,32612,17688,2030,0,0,0,0,0,3,0,0,141,10,0,0,0,0,0,0,0,0,0,76335,35.1446,-85.2751
211,2022-02,Texas,22014,0,66796,31364,4328,3395,15,69,35,1,8624,3164,70,136,14,0,0,0,67,40,6,1,1,1,140141,35.2094,-101.852
212,2022-02,Utah,10362,55926,5539,4559,497,0,0,3,5,0,263,219,1,136,35,35,0,0,0,0,0,0,0,0,77580,40.7791,-111.942
213,2022-02,Vermont,0,0,1892,1578,99,109,1,1,5,0,12,11,2,0,0,0,0,0,3,3,0,0,0,0,3716,43.6081,-73.2739
215,2022-02,Virginia,411,148,27730,15827,3433,0,0,0,0,0,0,0,0,393,79,0,0,0,0,0,0,0,0,0,48021,36.9172,-76.2739
216,2022-02,Washington,16339,221,21232,11858,3661,68,7,5,11,0,300,484,27,547,95,10,0,0,384,337,218,0,2,1,55807,46.8306,-122.252
6217,2012-12,Arizona,4074,,20512,19634,1142,1102,0,7,9,1,1410,899,5,,,,,,,,,,,,48795,33.5093,-112.074
217,2022-02,West Virginia,1887,73,6158,5952,387,497,5,1,0,0,949,789,2,5,0,0,0,0,6,6,1,0,0,0,16718,38.416,-82.4205
218,2022-02,Wisconsin,16038,592,22686,13537,1122,70,0,0,0,1,163,171,24,205,37,5,0,0,0,2,0,0,0,0,54653,43.0694,-87.9049
219,2022-02,Wyoming,354,8,2473,2227,203,125,15,0,0,0,164,152,1,38,2,0,0,0,3,0,0,0,0,0,5765,42.8973,-106.464
220,2022-01,Alabama,26820,499,17571,12669,1524,880,0,14,4,0,1822,859,12,30,0,0,0,0,21,24,13,1,1,0,62764,32.4184,-86.2826
221,2022-01,Alaska,104,0,2248,1872,393,152,0,0,1,0,93,60,2,26,24,0,0,0,2,8,1,0,0,0,4986,61.615,-149.619
222,2022-01,Arizona,3034,442,18333,8655,1775,958,0,16,0,0,1065,383,5,153,16,0,0,0,8,8,4,0,0,0,34855,33.5093,-112.074
223,2022-01,Arkansas,2324,628,6355,5674,498,322,3,14,4,0,958,687,2,0,0,0,0,0,5,10,3,0,0,0,17487,35.9273,-89.919
224,2022-01,California,15010,9409,36971,24010,5150,0,0,0,6,0,523,340,32,1372,681,160,0,0,7090,2856,628,32,12,0,104282,34.1477,-119.195
225,2022-01,Colorado,7817,6,18435,11107,1758,1411,0,0,0,0,0,0,0,319,43,1,0,0,0,0,0,0,0,0,40897,38.9184,-104.712
226,2022-01,Connecticut,8669,619,5790,1803,896,0,0,0,0,0,0,0,0,0,0,0,0,0,472,145,79,0,0,0,18473,41.2024,-73.1981
227,2022-01,Delaware,512,0,2140,1412,189,104,0,0,0,0,14,6,0,118,0,0,0,0,65,27,8,0,1,0,4596,39.7454,-75.5726
228,2022-01,District of Columbia,930,0,434,17,0,5,7,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1418,38.831,-77.002
229,2022-01,Florida,18451,0,57833,23109,4678,2618,2,8,9,0,3379,852,11,1094,105,2,0,0,309,221,79,35,32,0,112827,29.5533,-81.2302
230,2022-01,Georgia,19849,0,15651,8724,927,711,3,15,7,0,1489,624,10,37,0,0,0,0,11,4,0,0,0,0,48062,33.7689,-84.4215
232,2022-01,Hawaii,1352,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1358,21.3186,-157.865
233,2022-01,Idaho,4785,2,5360,4418,593,255,0,3,1,0,238,208,3,32,11,0,0,0,17,20,1,0,0,0,15947,42.5578,-114.471
234,2022-01,Illinois,440424,0,22564,9950,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473953,41.6762,-87.6204
235,2022-01,Indiana,1287,72093,21402,12343,2205,921,2,2,3,1,630,266,16,48,4,0,0,0,41,55,11,2,1,0,111333,41.5779,-87.1563
236,2022-01,Iowa,5661,11306,2307,2377,171,67,11,0,0,1,14,16,0,53,18,3,0,0,2,3,1,0,0,0,22011,42.4876,-92.3412
237,2022-01,Kansas,1123,7,6297,5293,779,394,0,5,2,0,427,221,5,51,14,2,0,0,5,1,4,0,0,0,14630,37.6779,-97.3495
238,2022-01,Kentucky,657,333471,9894,7487,634,521,1,10,4,0,1211,621,3,20,1,0,0,0,27,28,3,2,0,0,354595,38.0652,-84.5067
239,2022-01,Louisiana,4588,574,12253,7529,1007,541,0,11,5,0,790,426,11,0,0,0,0,0,17,13,3,0,0,0,27768,29.9668,-90.0188
240,2022-01,Maine,562,7,3391,2614,371,181,2,0,1,0,39,21,0,25,19,0,0,0,4,2,0,0,0,0,7239,43.4564,-70.5447
242,2022-01,Maryland,4157,27,7033,5700,119,8,0,0,0,2,32,83,3,107,38,3,0,0,0,24,2,0,1,1,17340,39.3342,-76.6844
243,2022-01,Massachusetts,7812,0,5244,2765,1126,257,16,0,0,4,8,17,2,2,0,0,0,0,24,15,5,0,0,0,17297,41.6942,-71.1366
244,2022-01,Michigan,17041,6865,21493,13790,2372,789,0,0,1,2,25,183,8,120,4,0,0,0,30,6,0,1,1,0,62731,42.3819,-83.2819
245,2022-01,Minnesota,13021,31675,10750,8032,1092,541,0,1,1,1,148,152,5,88,21,4,0,0,17,12,2,0,1,0,65564,44.9918,-93.1702
246,2022-01,Mississippi,2086,0,8048,6372,589,340,0,6,1,0,1205,623,1,22,2,0,0,0,8,5,3,1,0,0,19312,33.6071,-88.659
247,2022-01,Missouri,1210,0,18427,13713,2258,1047,0,3,4,0,1076,528,20,287,32,4,0,0,37,34,9,2,0,0,38691,38.6167,-90.1936
5854,2013-07,Michigan,14353,,7378,7169,196,157,0,0,5,0,1,349,0,,,,,,,,,,,,29608,42.3819,-83.2819
248,2022-01,Montana,1038,0,3388,3343,350,208,12,1,3,0,313,347,1,39,5,1,0,0,1,1,1,0,0,0,9052,45.776,-108.498
249,2022-01,Nebraska,3940,52,148,1647,39,8,0,0,1,0,3,22,0,33,4,0,0,0,0,7,0,0,0,0,5904,42.268,-96.8673
250,2022-01,Nevada,3518,0,5878,2687,435,376,0,2,2,0,229,79,0,0,0,0,0,0,308,119,15,0,0,0,13648,36.1782,-115.064
251,2022-01,New Hampshire,590,0,5608,2922,254,2,3,0,5,0,0,13,0,79,4,1,0,0,0,0,0,0,0,0,9481,43.2465,-70.8627
252,2022-01,New Jersey,0,0,7448,4914,559,0,0,0,0,0,0,0,0,1,0,0,0,0,73,59,5,2,2,0,13063,40.7047,-74.0794
253,2022-01,New Mexico,746,0,6193,3740,722,253,0,7,4,1,327,251,2,47,0,0,0,0,67,45,6,1,4,1,12417,32.7116,-104.396
254,2022-01,New York,3350,1802,9203,12239,1802,271,0,0,0,2,40,50,4,49,52,3,2,3,291,327,36,3,7,0,29536,40.6403,-74.166
255,2022-01,North Carolina,32363,133,1662,12250,1190,158,0,6,3,1,1503,942,10,613,82,12,3,0,3,14,3,0,1,0,50952,35.1002,-78.9817
256,2022-01,North Dakota,905,0,1682,2108,151,89,0,0,0,0,54,54,0,14,4,2,0,0,0,1,0,0,0,0,5064,47.8889,-97.0635
257,2022-01,Ohio,11385,181,21582,13064,1956,974,0,6,0,1,883,325,8,162,47,7,0,0,20,17,4,1,2,0,50625,39.1016,-84.5097
258,2022-01,Oklahoma,2057,3,12042,8262,1532,799,0,14,10,0,1550,881,9,29,0,0,0,0,41,31,11,1,1,0,27273,35.7479,-95.3697
259,2022-01,Oregon,5746,350,14986,8682,0,25,22,0,0,0,0,0,0,181,43,0,0,0,0,0,0,0,0,0,30035,45.5867,-122.587
260,2022-01,Pennsylvania,31744,0,41927,18418,16,0,367,0,0,0,0,0,0,712,113,1,0,0,0,0,0,0,0,0,93298,39.9325,-75.1745
262,2022-01,Rhode Island,0,0,1142,666,91,202,0,0,0,0,1,1,0,8,0,4,0,0,12,9,0,1,2,0,2139,41.8201,-71.4281
263,2022-01,South Carolina,10332,291,10143,5864,939,401,0,7,6,1,654,274,1,168,10,13,0,0,12,6,1,0,0,0,29123,32.7792,-80.2227
264,2022-01,South Dakota,1032,54,2191,2685,231,121,0,2,1,0,103,87,2,2,0,0,0,0,12,10,3,0,0,0,6536,43.3067,-100.581
265,2022-01,Tennessee,18354,290,26275,15442,1623,0,0,0,0,0,0,1,0,113,12,1,0,0,0,0,0,0,0,0,62111,35.1446,-85.2751
266,2022-01,Texas,23857,0,58532,29742,4491,2502,16,48,16,2,5974,2175,69,200,17,0,0,0,46,33,13,3,1,0,127737,35.2094,-101.852
267,2022-01,Utah,10377,60441,4784,3746,500,0,0,3,8,0,193,185,0,174,35,40,0,0,0,0,0,0,0,0,80486,40.7791,-111.942
268,2022-01,Vermont,0,0,1556,1384,141,83,0,2,1,0,5,6,1,0,0,0,0,0,3,2,0,0,0,0,3184,43.6081,-73.2739
270,2022-01,Virginia,321,139,23681,14124,3491,0,0,0,0,0,0,0,0,368,90,4,0,0,0,0,0,0,0,0,42218,36.9172,-76.2739
271,2022-01,Washington,15482,184,20809,10856,3472,57,16,0,9,2,262,348,26,476,93,11,0,0,335,294,180,0,1,1,52914,46.8306,-122.252
272,2022-01,West Virginia,1759,48,4547,4850,422,273,2,1,1,0,657,471,4,7,0,0,0,0,5,3,0,0,0,0,13050,38.416,-82.4205
273,2022-01,Wisconsin,21156,814,17403,10674,1286,45,0,0,1,2,100,113,13,156,39,2,0,0,0,12,0,0,0,0,51816,43.0694,-87.9049
274,2022-01,Wyoming,407,12,1967,1848,209,100,21,1,1,0,133,96,1,26,1,0,0,0,1,2,1,0,0,0,4827,42.8973,-106.464
275,2021-12,Alabama,27674,281,30428,26932,1875,1498,0,13,10,2,2346,999,19,37,0,0,0,0,37,29,8,2,1,0,92191,32.4184,-86.2826
276,2021-12,Alaska,41,29,3448,3216,481,220,0,0,0,0,96,79,0,10,12,0,0,0,6,2,0,0,0,0,7640,61.615,-149.619
277,2021-12,Arizona,3106,485,25636,13507,2135,1363,0,13,1,2,1142,370,6,158,15,1,0,0,30,11,2,1,1,0,47985,33.5093,-112.074
278,2021-12,Arkansas,2197,450,11633,11675,717,542,1,8,9,1,1142,848,0,0,0,0,0,0,8,11,3,1,1,0,29247,35.9273,-89.919
5855,2013-07,Minnesota,15097,,7020,7351,258,220,0,2,3,0,221,528,0,,,,,,,,,,,,30700,44.9918,-93.1702
279,2021-12,California,15528,11409,46627,31488,5894,0,0,0,2,0,684,338,16,1395,743,185,0,0,6912,3149,582,34,11,0,124997,34.1477,-119.195
280,2021-12,Colorado,7671,5,24959,17729,2067,2006,0,0,0,0,0,0,0,307,44,0,0,0,0,0,0,0,0,0,54788,38.9184,-104.712
281,2021-12,Connecticut,8367,570,7023,2256,1063,0,4,0,0,0,0,0,0,0,0,0,0,0,516,205,67,0,0,0,20071,41.2024,-73.1981
282,2021-12,Delaware,213,0,2936,2435,212,146,0,0,0,0,14,12,0,55,0,0,0,0,87,49,0,1,1,0,6161,39.7454,-75.5726
283,2021-12,District of Columbia,750,0,478,8,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1250,38.831,-77.002
284,2021-12,Florida,20720,0,77064,36710,5904,3833,0,16,4,1,3738,950,14,1076,79,3,0,0,370,277,86,49,34,0,150928,29.5533,-81.2302
285,2021-12,Georgia,20768,0,24587,18223,1131,1184,0,26,9,0,1786,795,16,49,0,0,0,0,17,6,2,0,2,0,68601,33.7689,-84.4215
287,2021-12,Hawaii,1458,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1462,21.3186,-157.865
288,2021-12,Idaho,5183,0,9253,8389,808,470,0,0,3,0,318,255,0,43,5,0,0,0,28,19,2,0,0,0,24776,42.5578,-114.471
289,2021-12,Illinois,392738,0,29123,14315,1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437647,41.6762,-87.6204
290,2021-12,Indiana,1351,61533,29183,20059,2676,1381,2,8,4,2,698,268,27,35,3,0,0,0,48,50,3,0,2,0,117333,41.5779,-87.1563
291,2021-12,Iowa,5688,6975,3190,4584,214,108,18,0,0,0,15,27,0,41,14,5,0,0,3,1,0,0,0,0,20883,42.4876,-92.3412
292,2021-12,Kansas,2020,10,9137,8877,868,551,0,3,0,0,490,204,9,36,16,0,0,0,4,3,0,1,0,0,22229,37.6779,-97.3495
293,2021-12,Kentucky,623,335789,18288,16090,866,874,0,17,9,1,1553,817,5,12,3,0,0,0,29,38,4,5,3,0,375026,38.0652,-84.5067
294,2021-12,Louisiana,2177,155,18564,16077,1224,944,0,4,3,3,909,515,17,0,0,0,0,0,21,22,2,1,0,0,40638,29.9668,-90.0188
295,2021-12,Maine,431,2,5199,5353,497,317,3,0,0,1,55,33,1,12,14,0,0,0,5,7,1,0,1,0,11932,43.4564,-70.5447
297,2021-12,Maryland,3783,24,8618,8842,148,10,0,0,1,0,42,64,1,77,17,0,0,0,0,30,5,0,0,1,21663,39.3342,-76.6844
298,2021-12,Massachusetts,6924,0,6416,3795,1147,335,1,1,0,0,9,15,2,2,0,0,0,0,29,25,8,1,0,0,18710,41.6942,-71.1366
299,2021-12,Michigan,15337,7818,27809,22240,2853,1068,0,1,3,1,20,198,11,74,8,0,0,0,29,15,2,1,1,0,77489,42.3819,-83.2819
300,2021-12,Minnesota,13927,30026,12730,12495,1374,620,0,0,1,1,174,150,7,70,13,1,0,0,30,34,6,1,0,0,71660,44.9918,-93.1702
301,2021-12,Mississippi,2085,0,15182,15343,790,660,0,7,2,1,1546,864,2,27,2,0,0,0,7,3,1,0,1,0,36523,33.6071,-88.659
302,2021-12,Missouri,1447,0,28648,24331,2906,1595,0,15,7,0,1376,620,13,204,21,4,0,0,56,58,8,1,5,1,61316,38.6167,-90.1936
303,2021-12,Montana,810,0,5908,6586,392,310,29,3,5,1,346,358,3,27,7,2,0,0,6,5,0,0,0,0,14798,45.776,-108.498
304,2021-12,Nebraska,4405,65,227,3307,38,10,0,0,0,0,3,31,0,21,4,1,0,0,0,0,0,0,0,0,8112,42.268,-96.8673
305,2021-12,Nevada,2852,0,6773,3338,491,452,0,5,0,0,161,55,1,0,0,0,0,0,347,106,17,0,0,0,14598,36.1782,-115.064
306,2021-12,New Hampshire,683,1,7862,4217,282,1,2,0,5,0,0,8,0,91,7,1,0,0,0,0,0,0,0,0,13160,43.2465,-70.8627
307,2021-12,New Jersey,0,0,6835,5940,635,0,0,0,0,0,0,0,0,0,1,1,0,0,80,91,6,2,6,1,13598,40.7047,-74.0794
308,2021-12,New Mexico,520,0,9303,6090,759,455,0,3,2,0,349,303,3,39,0,0,0,0,85,50,2,1,3,0,17967,32.7116,-104.396
309,2021-12,New York,3184,1875,10289,20083,2149,294,0,0,0,1,36,50,8,37,56,1,0,2,292,387,34,7,12,0,38797,40.6403,-74.166
6362,2012-10,Ohio,0,,23729,21397,816,1121,0,5,3,0,1167,1271,1,,,,,,,,,,,,49510,39.1016,-84.5097
310,2021-12,North Carolina,31504,58,2495,25331,1599,280,0,8,5,1,1860,1263,14,648,92,10,1,3,0,13,4,0,2,0,65191,35.1002,-78.9817
311,2021-12,North Dakota,624,1,2316,3123,193,134,0,1,0,0,54,67,3,6,1,1,0,0,13,13,0,0,0,0,6550,47.8889,-97.0635
312,2021-12,Ohio,12210,170,32597,24233,2522,1518,0,10,3,3,1148,424,4,129,60,4,0,0,24,11,4,0,0,0,75074,39.1016,-84.5097
313,2021-12,Oklahoma,1742,9,19342,16152,1834,1411,0,20,15,0,1736,955,8,13,0,0,0,0,38,28,13,3,2,0,43321,35.7479,-95.3697
314,2021-12,Oregon,5673,412,20150,12759,0,13,9,0,0,0,0,0,0,140,42,0,0,0,0,0,0,0,0,0,39198,45.5867,-122.587
315,2021-12,Pennsylvania,31427,0,57822,30165,28,0,324,0,0,0,0,0,0,626,95,0,0,0,0,0,0,0,0,0,120487,39.9325,-75.1745
317,2021-12,Rhode Island,0,0,1407,952,104,266,0,0,0,0,0,0,0,9,11,18,0,0,13,10,0,0,2,0,2792,41.8201,-71.4281
318,2021-12,South Carolina,9070,423,17118,12506,1205,664,0,7,1,0,822,346,5,140,12,48,0,0,12,9,2,0,2,0,42392,32.7792,-80.2227
319,2021-12,South Dakota,901,43,2945,4466,273,156,0,0,3,0,125,89,1,4,2,1,0,0,10,8,7,0,0,0,9034,43.3067,-100.581
320,2021-12,Tennessee,16748,545,42865,30049,2596,0,0,0,0,0,2,0,0,94,19,4,0,0,0,0,0,0,0,0,92922,35.1446,-85.2751
321,2021-12,Texas,22565,0,89626,54657,5594,3913,4,44,23,4,6895,2669,59,167,14,1,0,0,52,54,9,1,1,0,186352,35.2094,-101.852
322,2021-12,Utah,9915,63738,8552,8075,605,0,0,6,4,3,199,179,1,184,41,34,0,0,0,0,0,0,0,0,91536,40.7791,-111.942
323,2021-12,Vermont,0,0,2169,2106,137,126,1,1,2,0,13,15,2,1,0,0,0,0,6,4,0,0,0,0,4583,43.6081,-73.2739
325,2021-12,Virginia,296,152,33356,23898,4573,0,0,0,0,0,0,0,0,407,72,1,0,0,0,0,0,0,0,0,62755,36.9172,-76.2739
326,2021-12,Washington,18786,215,27276,16586,3724,90,6,2,7,5,281,430,20,535,102,5,0,0,384,382,176,1,0,2,69015,46.8306,-122.252
327,2021-12,West Virginia,1596,85,8691,10447,506,471,0,1,1,2,729,517,0,14,1,0,0,0,9,12,1,0,0,0,23083,38.416,-82.4205
328,2021-12,Wisconsin,24904,815,22744,15539,1416,52,0,0,0,5,107,130,17,131,30,3,0,0,0,6,0,0,0,0,65899,43.0694,-87.9049
329,2021-12,Wyoming,564,11,3605,3523,283,161,9,0,0,0,125,126,0,22,3,0,0,0,3,6,1,0,0,0,8442,42.8973,-106.464
330,2021-11,Alabama,24489,229,22126,21230,1319,1265,0,15,11,2,2162,1202,14,39,0,0,0,0,23,26,4,2,0,0,74158,32.4184,-86.2826
331,2021-11,Alaska,12,57,3162,3248,405,244,0,1,1,0,91,65,2,33,16,0,0,0,1,4,0,0,0,0,7342,61.615,-149.619
332,2021-11,Arizona,2913,579,20104,10905,1562,1194,0,20,2,2,1071,391,8,146,13,0,0,0,15,8,0,0,0,0,38933,33.5093,-112.074
333,2021-11,Arkansas,1773,418,8036,10394,451,486,3,5,10,1,1015,1134,0,0,0,0,0,0,7,9,2,0,0,0,23744,35.9273,-89.919
334,2021-11,California,14038,11195,40966,29795,5177,0,0,1,1,0,383,325,15,528,369,142,0,0,6534,2864,598,39,6,1,112977,34.1477,-119.195
335,2021-11,Colorado,7367,5,21290,16190,1581,1915,0,0,0,0,0,0,0,323,56,1,0,0,0,0,0,0,0,0,48728,38.9184,-104.712
336,2021-11,Connecticut,9184,754,6498,2355,1063,0,2,0,0,0,0,0,0,0,0,0,0,0,452,172,86,0,0,0,20566,41.2024,-73.1981
337,2021-11,Delaware,254,0,2389,2151,169,139,0,0,0,0,20,15,1,80,0,0,0,0,65,41,5,3,2,0,5334,39.7454,-75.5726
338,2021-11,District of Columbia,635,0,600,14,0,10,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1288,38.831,-77.002
339,2021-11,Florida,18570,0,65666,31575,4266,3324,0,11,3,0,3450,937,4,1081,123,3,0,0,319,245,61,42,28,0,129708,29.5533,-81.2302
340,2021-11,Georgia,20172,0,18064,14404,800,941,0,16,10,0,1625,865,11,56,0,0,0,0,11,5,1,0,0,0,56981,33.7689,-84.4215
6507,2012-07,Kansas,2066,,5192,4622,178,306,0,5,12,0,422,420,2,,,,,,,,,,,,13225,37.6779,-97.3495
342,2021-11,Hawaii,1567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,21.3186,-157.865
343,2021-11,Idaho,5854,0,7501,7729,588,456,0,2,1,0,307,222,1,32,11,0,0,0,32,13,2,1,2,0,22754,42.5578,-114.471
344,2021-11,Illinois,262319,0,25791,14008,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303670,41.6762,-87.6204
345,2021-11,Indiana,1334,69305,23950,19182,1769,1127,3,9,3,2,553,347,22,39,2,0,0,0,43,81,4,1,2,0,117778,41.5779,-87.1563
346,2021-11,Iowa,5653,4263,3157,4961,189,121,19,0,0,0,23,29,1,46,22,4,0,0,3,4,0,0,0,0,18495,42.4876,-92.3412
347,2021-11,Kansas,2058,16,7761,8310,607,451,0,5,1,2,462,200,3,43,3,0,0,0,5,6,0,1,0,0,19934,37.6779,-97.3495
348,2021-11,Kentucky,699,339779,13586,14178,587,709,1,13,9,0,1463,1141,2,5,2,0,0,0,26,32,5,0,0,0,372237,38.0652,-84.5067
349,2021-11,Louisiana,2069,324,14553,14437,974,803,0,9,5,3,834,562,9,0,0,0,0,0,31,22,5,0,0,1,34641,29.9668,-90.0188
350,2021-11,Maine,510,2,3977,5350,342,247,2,0,0,0,48,43,0,13,21,1,0,0,11,4,0,0,0,0,10571,43.4564,-70.5447
352,2021-11,Maryland,3523,26,7664,8488,136,7,0,2,0,1,60,90,2,138,28,0,0,0,0,23,2,0,0,1,20191,39.3342,-76.6844
353,2021-11,Massachusetts,7361,1,5827,3635,1101,288,3,0,0,0,11,16,1,4,0,0,0,0,22,37,8,2,0,1,18318,41.6942,-71.1366
354,2021-11,Michigan,15508,4999,24295,25535,1968,943,0,0,5,0,22,224,2,73,8,0,0,0,25,12,2,1,0,0,73622,42.3819,-83.2819
355,2021-11,Minnesota,14246,27900,12307,13742,1123,635,0,0,0,0,179,200,3,71,22,3,0,0,17,17,4,0,1,0,70470,44.9918,-93.1702
356,2021-11,Mississippi,2173,0,10948,12904,528,524,0,10,9,0,1478,953,5,14,0,0,0,0,12,4,3,1,0,1,29567,33.6071,-88.659
357,2021-11,Missouri,1549,0,22588,22189,1965,1270,0,3,5,2,1271,800,7,211,23,3,0,0,23,40,7,4,4,1,51965,38.6167,-90.1936
358,2021-11,Montana,953,5,4444,5852,335,294,18,1,3,2,340,415,1,36,6,4,0,0,2,3,0,0,0,0,12714,45.776,-108.498
359,2021-11,Nebraska,3947,67,244,3041,33,13,0,0,0,0,6,45,0,13,6,0,0,0,0,1,0,0,0,0,7416,42.268,-96.8673
360,2021-11,Nevada,2597,0,5504,2746,350,395,0,3,0,0,167,57,1,0,0,0,0,0,284,96,9,0,0,0,12209,36.1782,-115.064
361,2021-11,New Hampshire,714,1,5987,3781,203,2,0,0,2,0,0,10,0,93,3,2,0,0,0,0,0,0,0,0,10798,43.2465,-70.8627
362,2021-11,New Jersey,0,0,7363,6285,612,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,7,2,0,0,14453,40.7047,-74.0794
363,2021-11,New Mexico,527,0,7177,5056,545,381,0,11,5,0,321,253,2,66,0,0,0,0,51,26,4,2,0,0,14427,32.7116,-104.396
364,2021-11,New York,3292,1234,9302,19645,1888,262,0,0,0,1,36,52,8,28,62,1,1,4,226,374,38,11,6,0,36471,40.6403,-74.166
365,2021-11,North Carolina,30588,46,2142,20952,1094,257,0,6,18,1,1708,1209,8,735,85,2,1,3,2,14,2,2,0,0,58875,35.1002,-78.9817
366,2021-11,North Dakota,515,2,2023,3262,167,134,0,0,1,0,62,85,1,8,3,4,0,0,2,4,0,0,0,0,6273,47.8889,-97.0635
367,2021-11,Ohio,13688,275,26580,24593,1942,1575,0,7,9,0,1036,548,6,130,65,4,0,0,15,17,1,0,1,0,70492,39.1016,-84.5097
368,2021-11,Oklahoma,1682,3,15436,14390,1288,1011,0,25,15,0,1776,1202,5,25,1,0,0,0,31,31,14,0,1,0,36936,35.7479,-95.3697
